index,lat,lon,timestamp,amenity,tags,name,num_tags
82,49.2473656,-122.9762792,2021-04-30T00:33:09.000-07:00,social_facility,"{'addr:housenumber': '4155', 'social_facility:for': 'senior', 'addr:street': 'Norland Avenue', 'operator': 'Dania Home Society', 'social_facility': 'assisted_living'}",Dania Manor,5.0
83,49.0475966,-122.2919218,2018-06-20T15:10:40.000-07:00,theatre,"{'description': 'International Stand-Up Comedy', 'website': 'https://www.yukyuks.com/index.cfm?action=mobile.club&venueID=4108', 'alt_name': ""Mike Breslin's Yuk Yuk's Comedy Club"", 'theatre:genre': 'stand_up_comedy', 'phone': '+1-604-746-4488'}",Yuk Yuk's,5.0
84,49.0310412,-122.29206,2022-05-12T03:54:31.000-07:00,clock,"{'visibility': 'area', 'faces': '1', 'support': 'tower', 'display': 'analog', 'direction': 'W'}",,5.0
87,49.2643349,-123.1745647,2022-10-01T16:21:41.000-07:00,theatre,"{'website': 'https://www.hollywoodtheatre.ca/', 'addr:housenumber': '3123', 'addr:street': 'West Broadway', 'phone': '+1-778-819-3065', 'email': 'info@hollywoodtheatre.ca'}",Hollywood Theatre,5.0
88,49.0549866,-122.317809,2019-02-18T15:14:44.000-08:00,social_facility,"{'website': 'https://www.abbotsfordcommunityservices.com/programs/multi-cultural-immigrant-services', 'social_facility:for': 'immigrant', 'operator': 'Abbotsford Community Services', 'addr:unit': '6', 'social_facility': 'outreach'}",Multicultural & Immigrant Services,5.0
89,49.2846387,-123.1143808,2019-10-28T15:41:35.000-07:00,social_facility,"{'website': 'http://www.shanti-centre.com', 'phone': '+1-604-773-3100', 'email': 'request-info@shanti-centre.com', 'addr:unit': '628', 'social_facility': 'outreach'}",Shanti Counselling Centre,5.0
90,49.3378962,-123.1600566,2016-12-01T07:55:32.000-08:00,theatre,"{'wheelchair': 'yes', 'website': 'http://kaymeekcentre.com/', 'addr:housenumber': '1700', 'addr:street': 'Mathers Avenue', 'phone': '+1-604-981-6335'}",Kay Meek Centre for the Performing Arts,5.0
91,49.2785849,-123.0706042,2022-06-05T20:23:16.000-07:00,theatre,"{'website': 'https://yorktheatre.ca/', 'addr:housenumber': '639', 'addr:street': 'Commercial Drive', 'wikidata': 'Q38378460', 'addr:postcode': 'V5L 2W2'}",York Theatre,5.0
92,49.2844778,-123.112349,2021-12-17T21:30:16.000-08:00,university,"{'addr:province': 'BC', 'addr:housenumber': '515', 'short_name': 'SFU Vancouver', 'addr:street': 'West Hastings Street', 'addr:city': 'Vancouver'}",Simon Fraser University - Vancouver Campus,5.0
93,49.2701092,-123.1081218,2022-03-26T00:41:38.000-07:00,theatre,"{'website': 'https://artsclub.com/', 'alt_name': 'Goldcorp Stage at the BMO Theatre Centre', 'addr:housenumber': '162', 'addr:street': 'West 1st Avenue', 'addr:city': 'Vancouver'}",BMO Theatre Centre,5.0
94,49.2800682,-123.113371,2022-01-11T04:52:40.000-08:00,fountain,"{'website': 'https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?FromArtworkSearch=True&ArtworkId=38', 'fountain': 'decorative', 'material': 'Bronze, steel', 'artist_name': 'Gerhard Class', 'start_date': '1971'}",Centennial Fountain,5.0
95,49.0493026,-122.339164,2020-11-13T18:30:04.000-08:00,social_facility,"{'website': 'https://archway.ca/program/abbotsford-addictions-centre', 'social_facility:for': 'drug_addicted', 'old_name': 'Abbotsford Addictions Centre', 'operator': 'Archway Community Services', 'addr:unit': '202'}",Archway Addictions Centre,5.0
96,49.2820693,-123.0979109,2022-06-05T20:27:08.000-07:00,theatre,"{'website': 'https://firehallartscentre.ca/', 'addr:housenumber': '280', 'addr:street': 'East Cordova Street', 'phone': '+1-604-689-0926', 'wikidata': 'Q5451857'}",Firehall Arts Centre,5.0
98,49.2804032,-123.121024,2019-09-13T13:57:04.000-07:00,theatre,"{'website': 'http://orpheum-theater.com/orpheum_theater_vancouver.php', 'addr:housenumber': '884', 'addr:street': 'Granville Street', 'addr:postcode': 'V6Z 1K3', 'addr:city': 'Vancouver'}",The Orpheum,5.0
99,49.2805472,-123.1158204,2022-09-26T04:33:20.000-07:00,university,"{'addr:province': 'BC', 'addr:housenumber': '410', 'addr:street': 'West Georgia Street', 'addr:unit': '1400', 'addr:city': 'Vancouver'}",Northeastern University — Vancouver,5.0
100,49.1340436,-122.304174,2018-04-11T14:17:53.000-07:00,theatre,"{'website': 'https://www.openingnitetheatre.com', 'addr:housenumber': '33223', 'addr:street': 'North Railway Avenue', 'addr:postcode': 'V2V 1E4', 'operator': 'Opening Nite Theatre Society'}",Opening Nite Theatre,5.0
101,49.0375084,-122.2754272,2022-02-12T02:39:53.000-08:00,social_facility,"{'website': 'https://www.cbi.ca/web/monarchhouse', 'social_facility:for': 'autistic', 'entrance': 'yes', 'addr:unit': '4', 'social_facility': 'outreach'}",CBI Monarch House,5.0
102,49.0169093,-122.7909205,2020-01-05T18:42:45.000-08:00,social_facility,"{'addr:housenumber': '15575', 'social_facility:for': 'drug_addicted', 'addr:street': 'Marine Drive', 'level': '0', 'social_facility': 'social_club'}",Narcotics Anonymous,5.0
103,49.2573713,-123.100959,2022-01-11T02:12:37.000-08:00,clock,"{'visibility': 'area', 'faces': '4', 'support': 'tower', 'display': 'analog', 'start_date': '1915'}",Heritage Hall Tower Clock,5.0
104,49.0377937,-122.3062507,2018-07-30T10:07:44.000-07:00,social_facility,"{'landuse': 'institutional', 'social_facility:for': 'mental_health', 'url': 'http://www.mpa-society.org', 'operator': 'MPA Society;Fraser Health Authority', 'social_facility': 'group_home'}",Skyline Lodge,5.0
105,49.0374863,-122.3063613,2018-07-30T10:07:44.000-07:00,social_facility,"{'landuse': 'institutional', 'social_facility:for': 'mental_health', 'url': 'http://www.mpa-society.org', 'operator': 'MPA Society;Fraser Health Authority', 'social_facility': 'group_home'}",Glacierview Apartments,5.0
106,49.216876,-122.902268,2022-09-13T17:53:16.000-07:00,social_facility,"{'operator:type': 'government', 'addr:housenumber': '315', 'addr:street': 'McBride Boulevard', 'operator': 'Fraser Health Authority', 'social_facility': 'ambulatory_care'}",Queen's Park Care Centre,5.0
107,49.2805037,-123.1068723,2019-12-01T04:03:46.000-08:00,theatre,"{'alt_name': 'Tinseltown', 'addr:housenumber': '88', 'addr:street': 'West Pender Street', 'level': '2', 'addr:city': 'Vancouver'}",Cineplex Odeon International Village Cinemas,5.0
108,49.0478642,-122.29258,2019-08-07T01:30:54.000-07:00,marketplace,"{'opening_hours': 'Apr-Oct: Sa 09:00-13:00;Nov-Dec 17:Sa 10:00-14:00;week 1-12/2: Sa 10:00-14:00', 'description': 'located in the parking lot', 'website': 'https://afcm.ca/', 'opening_hours:url': 'http://www.abbotsfordfarmandcountrymarket.com/when-n-where', 'operator': 'Abbotsford Farm & Country Market Society'}",Abbotsford Farm & Country Market,5.0
109,49.2818283,-123.1055112,2021-04-20T20:42:39.000-07:00,social_facility,"{'operator:type': 'ngo', 'website': 'https://www.phs.ca/supportive-housing/', 'social_facility:for': 'homeless', 'operator': 'PHS Community Services Society', 'social_facility': 'shelter'}",Bud Osborn Shelter,5.0
110,49.2830614,-123.0423499,2020-01-13T17:51:00.000-08:00,marketplace,"{'addr:province': 'BC', 'addr:housenumber': '2901', 'addr:street': 'E Hastings St', 'addr:postcode': 'V5K 5J1', 'addr:city': 'Vancouver'}",Vancouver Farmers Market,5.0
111,49.2238265,-122.9439386,2021-05-02T04:16:21.000-07:00,social_facility,"{'website': 'https://newvista.bc.ca/', 'addr:housenumber': '7232', 'social_facility:for': 'senior', 'addr:street': 'New Vista Place', 'social_facility': 'nursing_home'}",New Vista Society,5.0
112,49.0247529,-122.8013315,2019-01-18T03:29:17.000-08:00,clock,"{'description': ""50' high clock tower"", 'visibility': 'area', 'faces': '4', 'support': 'tower', 'display': 'analog'}",,5.0
113,49.2824032,-123.1085513,2019-03-22T02:53:49.000-07:00,university,"{'website': 'https://www.sfu.ca/', 'alt_name': 'SFU Woodwards', 'addr:housenumber': '149', 'short_name': 'SFU', 'addr:street': 'West Hastings Street'}",Simon Fraser University,5.0
114,49.2573226,-123.056173,2022-05-10T03:06:21.000-07:00,social_facility,"{'addr:housenumber': '2960', 'social_facility:for': 'indegenous', 'addr:street': 'Nanaimo Street', 'phone': '+1-604-876-0811', 'social_facility': 'assisted_living'}",Lu’ma Native Housing,5.0
115,49.1165969,-122.8220789,2016-12-01T08:45:26.000-08:00,theatre,"{'website': 'http://www.bellperformingartscentre.com/', 'addr:housenumber': '6250', 'addr:street': '144 Street', 'phone': '+1-604-507-6355', 'addr:city': 'Surrey'}",Bell Performing Arts Centre,5.0
116,49.0467967,-122.2914868,2016-01-18T19:59:12.000-08:00,social_facility,"{'description': 'English Language Services for Adult', 'social_facility:for': 'immigrant', 'operator': 'Abbotsford Community Services', 'addr:unit': '102', 'social_facility': 'outreach'}",ELSA Classes,5.0
117,49.2196926,-122.6716382,2022-08-07T02:32:17.000-07:00,cinema,"{'brand:wikidata': 'Q2972807', 'website': 'https://www.cineplex.com/', 'brand': 'Cineplex', 'brand:wikipedia': 'en:Cineplex Entertainment', 'survey:date': '2022-08-02'}",Cineplex,5.0
118,49.2837148,-123.1140662,2022-04-09T02:10:41.000-07:00,university,"{'addr:province': 'BC', 'website': 'https://www.adler.edu/page/campuses/vancouver', 'addr:housenumber': '520', 'addr:street': 'Seymour Street', 'addr:city': 'Vancouver'}",Adler University,5.0
119,49.3262061,-123.1510002,2022-01-01T22:24:37.000-08:00,marketplace,"{'opening_hours': 'May-Oct: Su 10:00-15:00', 'website': 'https://www.artisanmarkets.ca/our-markets/ambleside-market/', 'addr:housenumber': '1000', 'addr:street': 'Argyle Avenue', 'phone': '+1 604 357 4756'}",Ambleside Artisan Farmers Market,5.0
120,49.2704435,-123.135278,2019-03-19T01:50:52.000-07:00,theatre,"{'website': 'https://www.carouseltheatre.ca/', 'addr:housenumber': '1411', 'addr:street': 'Cartwright Street', 'phone': '+1-604-685-6217'}",Carousel Theatre,4.0
121,49.1300295,-122.7127269,2021-04-08T02:33:04.000-07:00,theatre,"{'website': 'http://www.surreylittletheatre.com/', 'addr:housenumber': '7027', 'addr:street': '184 Street', 'phone': '+1-604-576-8451'}",Surrey Little Theatre,4.0
122,49.1629704,-122.892135,2022-08-06T17:18:47.000-07:00,social_facility,"{'addr:province': 'BC', 'website': 'http://www.milieu.ca', 'addr:street': '88 Avenue', 'addr:city': 'Delta'}",Milieu Family Services,4.0
123,49.1043743,-122.7329501,2021-01-18T17:06:15.000-08:00,clock,"{'visibility': 'street', 'faces': '4', 'support': 'pedestal', 'display': 'analog'}",,4.0
124,49.2810641,-123.0716434,2022-05-11T19:12:17.000-07:00,social_facility,"{'website': 'https://unya.bc.ca/', 'addr:housenumber': '1640', 'social_facility:for': 'youth', 'addr:street': 'East Hastings Street'}",Native Youth Health & Wellness Centre,4.0
125,49.2810749,-123.0718598,2022-05-11T19:12:17.000-07:00,social_facility,"{'website': 'https://unya.bc.ca/', 'addr:housenumber': '1618', 'social_facility:for': 'youth', 'addr:street': 'East Hastings Street'}",Urban Native Youth Association,4.0
126,49.2865179,-122.789356,2020-05-08T17:23:19.000-07:00,fountain,"{'drinking_water': 'no', 'fountain': 'jet_water', 'name:en': 'Lafarge Lake Fountain', 'lit': 'yes'}",Lafarge Lake Fountain,4.0
127,49.2707965,-123.1362969,2019-03-19T06:05:04.000-07:00,theatre,"{'website': 'https://www.vtsl.com/', 'addr:housenumber': '1502', 'addr:street': 'Duranleau Street', 'phone': '+1-604-280-4444'}",The Improv Center,4.0
128,49.2005685,-122.9136462,2020-01-08T23:16:32.000-08:00,cinema,"{'website': 'https://www.landmarkcinemas.com/showtimes/new-westminster', 'addr:housenumber': '800', 'addr:street': 'Carnarvon Street', 'phone': '+1-604-521-6564'}",Landmark Cinemas,4.0
129,49.1121833,-122.7335488,2019-04-26T05:43:04.000-07:00,marketplace,"{'opening_hours': 'Su 06:00-15:00', 'website': 'https://www.cloverdalemarket.ca', 'alt_name': 'Cloverdale Flea Market', 'phone': '+1-604-837-1676'}",The Cloverdale Market,4.0
130,49.260671,-123.136489,2022-06-05T20:39:02.000-07:00,theatre,"{'website': 'https://pacifictheatre.org/', 'addr:housenumber': '1440', 'addr:street': 'West 12th Avenue', 'phone': '+1-604-731-5518'}",Pacific Theatre,4.0
131,49.0465291,-122.2894508,2015-06-07T14:09:17.000-07:00,social_facility,"{'opening_hours': 'Mo-Fr 08:30-16:30', 'social_facility:for': 'family', 'operator': 'Abbotsford Community Services', 'social_facility': 'outreach'}",Family Centre,4.0
132,49.3102032,-123.0796271,2019-11-15T17:13:13.000-08:00,marketplace,"{'addr:province': 'BC', 'addr:street': 'Wallace Mews', 'addr:postcode': 'V7L 0B2', 'addr:city': 'North Vancouver'}",Shipyards Christmas Market,4.0
133,49.0493272,-122.339186,2020-11-13T18:30:04.000-08:00,social_facility,"{'website': 'https://www.yrc.ca/', 'social_facility:for': 'juvenile', 'operator': 'Archway Community Services', 'addr:unit': '200'}",Youth Resource Centre,4.0
134,49.270015,-123.1011388,2019-09-13T13:57:05.000-07:00,social_facility,"{'addr:housenumber': '188', 'addr:street': 'East 1st Avenue', 'social_facility': 'outreach', 'addr:city': 'Vancouver'}",Lookout Emergency Aid Society,4.0
135,49.3834059,-123.3404618,2021-10-06T18:13:36.000-07:00,social_facility,"{'social_facility:for': 'senior', 'url': 'https://snugcovehouse.com', 'operator': 'Snug Cove House Society', 'social_facility': 'assisted_living'}",Snug Cove House (future site),4.0
136,49.3361935,-123.0780177,2014-11-07T06:05:20.000-08:00,townhall,"{'addr:housenumber': '355', 'source': 'www.dnv.org', 'addr:street': 'West Queens Road', 'addr:postcode': 'V7N 4N5'}",District of North Vancouver Municipal Hall,4.0
137,49.0053233,-122.2657478,2016-05-22T19:31:32.000-07:00,theatre,"{'description': 'Audition, Rehearsal & Workshop Location', 'website': 'http://gallery7theatre.com', 'level': '0', 'addr:unit': '100'}",Gallery 7 Theatre,4.0
138,49.2726114,-123.0970695,2022-02-13T21:53:09.000-08:00,social_facility,"{'addr:housenumber': '259', 'addr:street': 'Terminal Avenue', 'social_facility': 'food_bank', 'addr:city': 'Vancouver'}",Greater Vancouver Food Bank,4.0
139,49.2641386,-123.1009147,2019-03-25T04:19:09.000-07:00,clock,"{'date': 'no', 'visibility': 'street', 'support': 'pole', 'display': 'analog'}",Mount Pleasant Clock,4.0
140,49.2455783,-123.1854475,2019-09-13T13:57:03.000-07:00,theatre,"{'addr:housenumber': '4555', 'addr:street': 'Dunbar Street', 'wikidata': 'Q38377943', 'addr:city': 'Vancouver'}",Dunbar Theatre,4.0
141,49.1039579,-122.657255,2022-06-18T20:50:31.000-07:00,townhall,"{'addr:housenumber': '20399', 'addr:street': 'Douglas Crescent', 'townhall:type': 'city', 'addr:city': 'Langley'}",Langley City Hall,4.0
142,49.1713682,-123.139766,2018-02-09T05:00:10.000-08:00,university,"{'addr:housenumber': '5900', 'addr:street': 'Minoru Boulevard', 'phone': '+1-604-513-2193', 'addr:city': 'Richmond'}",Trinity Western University - Richmond,4.0
143,49.0509418,-122.3085382,2016-06-22T01:04:56.000-07:00,clock,"{'inscription': 'Time to Eat', 'description': 'inaccurate', 'support': 'pole', 'display': 'digital'}",,4.0
144,49.1325168,-122.3001628,2022-05-13T21:51:10.000-07:00,gambling,"{'opening_hours': '10:00-01:00', 'website': 'https://www.missionchances.com/', 'entrance': 'yes', 'phone': '+1-604-820-4046'}",Chances Mission,4.0
145,49.1569298,-122.758291,2021-03-12T17:51:13.000-08:00,social_facility,"{'addr:housenumber': '16740', 'addr:street': '85 Avenue', 'phone': '+1-604-779-1940'}",Rise N Shine Child Care Centre,3.0
146,49.133379,-122.3208729,2019-05-20T01:23:09.000-07:00,social_facility,"{'alt_name': 'Mission Food Bank ; Mission Food Centre ; Haven in the Hollow', 'social_facility:for': 'underprivileged', 'social_facility': 'food_bank;shelter'}",Mission Community Services,3.0
147,49.1957766,-122.8456691,2021-12-15T05:13:02.000-08:00,social_facility,"{'addr:housenumber': '10635', 'addr:street': 'King George Boulevard', 'social_facility': 'food_bank'}",Nightshift,3.0
148,49.0908912,-123.0860749,2020-10-16T21:10:25.000-07:00,social_facility,"{'addr:housenumber': '4841', 'addr:street': 'Delta Street', 'addr:unit': '204'}",The Birch Tree Family Wellness,3.0
150,49.2673552,-123.2536278,2022-02-01T10:14:00.000-08:00,clock,"{'visibility': 'area', 'support': 'wall_mounted', 'display': 'analog'}",,3.0
151,49.2085371,-122.9152717,2022-09-30T20:29:21.000-07:00,social_facility,"{'addr:housenumber': '609', 'addr:street': 'Third Avenue', 'phone': '+1 6045245633'}",Westminster House,3.0
152,49.2673312,-123.2536365,2022-02-01T10:14:00.000-08:00,clock,"{'visibility': 'area', 'support': 'wall_mounted', 'display': 'analog'}",,3.0
153,49.2673393,-123.2536723,2022-02-01T10:14:00.000-08:00,clock,"{'visibility': 'area', 'support': 'wall_mounted', 'display': 'analog'}",,3.0
154,49.2673609,-123.2536601,2022-02-01T10:14:00.000-08:00,clock,"{'visibility': 'area', 'support': 'wall_mounted', 'display': 'analog'}",,3.0
155,49.266179,-123.0063067,2021-10-08T05:28:29.000-07:00,social_facility,"{'website': 'https://www.mosaicbc.org/', 'phone': '+1-604-292-3908', 'operator': 'MOSAIC'}",Brentwood Community Resource Centre,3.0
156,49.2813614,-123.122792,2021-03-10T17:47:06.000-08:00,courthouse,"{'addr:province': 'BC', 'opening_hours': 'Mo-Fr 08:30-16:30', 'addr:city': 'Vancouver'}",Provincial Court of British Columbia,3.0
157,49.2118848,-122.9210216,2022-09-04T01:33:49.000-07:00,social_facility,"{'addr:housenumber': '519', 'source': 'gps/photo survey', 'addr:street': '7th Street'}",Fraserside Community Services Society,3.0
158,49.0910921,-123.0857336,2022-01-11T01:16:32.000-08:00,clock,"{'visibility': 'area', 'support': 'wall_mounted', 'display': 'analog'}",,3.0
159,49.0910915,-123.0857496,2022-01-11T01:16:32.000-08:00,clock,"{'visibility': 'area', 'support': 'wall_mounted', 'display': 'analog'}",,3.0
160,49.2289224,-122.6891259,2020-02-22T07:44:26.000-08:00,townhall,"{'addr:housenumber': '12460', 'addr:street': 'Harris Road', 'addr:city': 'Pitt Meadows'}",Pitt Meadows Heritage Hall,3.0
161,49.0660353,-122.324949,2022-05-13T21:49:47.000-07:00,marketplace,"{'opening_hours': 'Su 06:00-16:00', 'website': 'https://www.abbotsfordfleamarket.com/', 'phone': '+1-604-859-7540'}",Abbotsford Flea Market,3.0
162,49.2673014,-123.0020635,2021-06-30T02:11:44.000-07:00,cinema,"{'brand:wikidata': 'Q2972807', 'brand': 'Cineplex', 'brand:wikipedia': 'en:Cineplex Entertainment'}",Cineplex,3.0
163,49.0525661,-122.3126797,2019-02-19T17:01:33.000-08:00,social_facility,"{'website': 'https://www.fvcdc.org/', 'social_facility:for': 'child', 'addr:unit': '102'}",Fraser Valley Child Development Centre,3.0
164,49.0527492,-122.3125256,2015-05-31T02:46:11.000-07:00,social_facility,"{'website': 'http://www.childcarechoices.ca/main/Fraser+Valley/Abbotsford', 'social_facility:for': 'child', 'addr:unit': '105'}",CCRR Abbotsford Child Care Resource and Referral,3.0
165,49.0464417,-122.2892939,2022-02-15T20:24:19.000-08:00,social_facility,"{'social_facility:for': 'juventile', 'operator': 'Abbotsford Community Services', 'social_facility': 'outreach'}",Youth Resource Center,3.0
166,49.0380546,-123.0978325,2019-01-14T06:22:28.000-08:00,townhall,"{'website': 'http://tsawwassenfirstnation.com', 'addr:housenumber': '1926', 'addr:street': 'Tsawwassen Drive North'}",Tsawwassen First Nation Administration Offices,3.0
167,49.2826727,-123.13042,2022-09-25T00:57:41.000-07:00,marketplace,"{'opening_hours': 'Sa 09:00-14:00', 'check_date:opening_hours': '2022-09-24', 'note': 'This occurs on Comox Street'}",West End Farmers Market,3.0
168,49.2429015,-123.1048776,2021-03-25T02:49:10.000-07:00,marketplace,"{'opening_hours': 'Sa 10:00-14:00', 'website': 'https://eatlocal.org/', 'operator': 'Vancouver Farmers Markets'}",Riley Park Farmers Market,3.0
169,49.0450015,-122.7945506,2021-11-30T03:30:04.000-08:00,cinema,"{'addr:housenumber': '2381', 'addr:street': 'King George Boulevard', 'addr:city': 'Surrey'}",Caprice White Rock,3.0
170,49.196931,-123.139943,2020-01-13T18:01:26.000-08:00,fountain,"{'drinking_water': 'no', 'website': 'http://projects.fontanafountains.com', 'artist_name': 'Fontana Fountains'}",,3.0
171,49.1074896,-122.6433651,2019-08-01T23:41:58.000-07:00,social_facility,"{'social_facility:for': 'homeless', 'operator': 'Salvation Army', 'social_facility': 'food_bank'}",Salvation Army Free Meals,3.0
172,49.2656356,-123.1411567,2021-05-18T18:05:20.000-07:00,social_facility,"{'addr:housenumber': '2275', 'addr:street': 'Fir Street', 'addr:city': 'Vancouver'}",MPA Resource Centre,3.0
173,49.1676179,-122.5874561,2017-02-03T06:38:14.000-08:00,theatre,"{'note': 'Owned and operated by the Langley Fine Arts School.', 'addr:housenumber': '9096', 'addr:street': 'Trattle Street'}",Chief Sepass Theater,3.0
174,49.2678962,-123.0038281,2021-09-25T17:41:56.000-07:00,social_facility,"{'website': 'https://www.mosaicbc.org/services/language/linc/', 'phone': '+1-604-298-8201', 'addr:unit': '101'}",Mosaic Brentwood Language Centre,3.0
175,49.2689073,-123.1319354,2021-08-01T20:30:43.000-07:00,theatre,"{'theatre:type': 'amphi', 'lit': 'no', 'operator': 'Performance Works'}",The “Little” Amphitheatre,3.0
176,49.2812652,-123.0859633,2020-10-30T17:35:32.000-07:00,theatre,"{'addr:housenumber': '855', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",Red Gate Collective,3.0
177,49.2755353,-123.1345675,2015-04-14T21:43:43.000-07:00,fountain,"{'source:location': 'gps', 'source': 'survey'}",,2.0
178,49.1624436,-122.8414863,2016-11-29T07:36:22.000-08:00,theatre,"{'addr:housenumber': '13750', 'addr:street': '88 Avenue'}",Surrey Arts Centre - Main Stage,2.0
179,49.271232,-122.9648607,2021-11-27T04:43:10.000-08:00,social_facility,"{'phone': '+1-604-444-3773', 'website': 'https://www.dsrf.org/'}",Down Syndrome Resource Foundation,2.0
180,49.3269402,-122.9501617,2019-12-22T03:03:00.000-08:00,theatre,"{'addr:housenumber': '4360', 'addr:street': 'Gallant Avenue'}",Deep Cove Shaw Theatre,2.0
181,49.2481787,-122.8684462,2020-04-06T04:59:01.000-07:00,fountain,"{'drinking_water': 'no', 'fountain': 'Waterfall'}",Waterfall at Charland,2.0
182,49.2116851,-122.9601084,2021-04-18T03:24:25.000-07:00,clock,"{'support': 'tower', 'display': 'analog'}",,2.0
184,49.2090624,-122.9154277,2022-08-28T08:33:00.000-07:00,social_facility,"{'addr:housenumber': '310', 'addr:street': 'Sixth Street'}",Cana,2.0
185,49.0580701,-122.4675542,2017-05-31T13:40:36.000-07:00,social_facility,"{'social_facility:for': 'underprivileged', 'social_facility': 'food_bank'}",,2.0
187,49.2685914,-123.1309399,2021-08-01T20:32:22.000-07:00,theatre,"{'theatre:type': 'amphi', 'lit': 'no'}",,2.0
188,49.1060122,-122.661857,2019-10-12T05:06:36.000-07:00,clock,"{'support': 'pole', 'display': 'analog'}",,2.0
189,49.2848367,-123.1196736,2022-08-27T00:13:38.000-07:00,fountain,"{'drinking_water': 'no', 'fountain': 'decorative'}",,2.0
190,49.1993263,-122.812929,2018-10-10T04:04:24.000-07:00,social_facility,"{'addr:housenumber': '10825', 'addr:street': '148 Street'}",Peace Immigration and Refugee Welcome Centre,2.0
191,49.2659448,-123.157738,2022-08-04T22:12:33.000-07:00,social_facility,"{'operator': 'Kits House', 'social_facility': 'food_sharing'}",Community Pantry,2.0
192,49.0496391,-122.3029482,2015-08-01T18:08:44.000-07:00,social_facility,"{'entrance': 'yes', 'website': 'http://www.impactabby.com'}",¡impact! Youth & Family Substance Use Services,2.0
193,49.0613197,-122.3128348,2016-06-14T19:50:09.000-07:00,fountain,"{'natural': 'spring', 'loc_name': 'Shandell Spring'}",,2.0
194,49.2524624,-122.9007733,2018-05-08T07:58:33.000-07:00,fountain,"{'man_made': 'yes', 'description': 'Water feature that also serves as a sign for the Lougheed Village residential complex'}",,2.0
195,49.0065949,-122.7584246,2016-09-07T02:10:02.000-07:00,fountain,{'drinking_water': 'no'},,1.0
196,49.2323582,-123.0132618,2020-11-11T20:35:51.000-08:00,fountain,{'drinking_water': 'no'},,1.0
197,49.3383257,-123.0977794,2020-10-18T15:18:59.000-07:00,clock,{'display': 'sundial'},,1.0
198,49.1186476,-122.6598295,2018-02-27T04:47:10.000-08:00,social_facility,{'social_facility': 'group_home'},Ishtar,1.0
199,49.2600139,-123.1153253,2020-10-30T13:03:48.000-07:00,theatre,{'addr:city': 'Vancouver'},"Yuck, Yucks Comedy Club",1.0
200,49.0373132,-122.8014135,2021-11-29T15:19:00.000-08:00,clock,{'display': 'analog'},,1.0
201,49.0961547,-122.0447308,2018-03-13T17:04:58.000-07:00,clock,{'display': 'sundial'},,1.0
202,49.2463732,-122.8108576,2019-11-09T23:46:09.000-08:00,fountain,{'disused': 'yes'},,1.0
203,49.0454496,-122.2941797,2016-01-13T12:50:06.000-08:00,water_point,{'fee': 'yes'},McCallum Water Store,1.0
204,49.0912591,-123.0848102,2019-09-05T07:08:10.000-07:00,social_facility,{'social_facility': 'food_bank'},Deltassist,1.0
205,49.2033179,-122.9492097,2022-02-19T07:42:15.000-08:00,social_facility,{'social_facility:for': 'juvenile'},Aunt Leah's Place,1.0
206,49.1558522,-122.923471,2019-06-26T07:37:24.000-07:00,fountain,{'lit': 'yes'},Sunstone Fountain,1.0
207,49.2737748,-123.0987118,2018-06-24T17:49:12.000-07:00,marketplace,{'opening_hours': 'We 14:00-18:00'},Main St. Station Farmers Market,1.0
208,49.1908107,-122.848796,2021-01-07T09:49:51.000-08:00,fountain,{'drinking_water': 'no'},,1.0
209,49.098411,-122.678099,2020-01-30T19:51:12.000-08:00,fountain,{'operator': 'City of Langley'},,1.0
210,49.2907112,-123.126702,2020-08-01T02:19:39.000-07:00,fountain,{'source': 'survey'},,1.0
211,49.2900461,-123.1212822,2021-07-26T03:55:44.000-07:00,fountain,{'source': 'survey'},,1.0
212,49.1764282,-123.1334473,2022-04-23T19:35:21.000-07:00,university,{'level': '1'},Trinity Western University,1.0
213,49.3271158,-122.9500344,2019-12-22T03:03:00.000-08:00,theatre,{'theatre:type': 'amphi'},,1.0
214,49.2851373,-123.1283603,2013-05-26T19:14:53.000-07:00,fountain,{'source': 'survey'},,1.0
215,49.2807997,-123.126055,2021-10-30T21:21:24.000-07:00,fountain,{'drinking_water': 'no'},,1.0
216,49.2823734,-123.140523,2022-09-08T02:05:04.000-07:00,fountain,{'drinking_water': 'yes'},,1.0
217,49.2723046,-123.1401592,2013-06-04T00:51:53.000-07:00,fountain,{'source': 'survey'},,1.0
218,49.2566235,-122.8564915,2013-08-30T18:18:09.000-07:00,social_facility,{'social_facility': 'group_home'},Lakeshore Care Home,1.0
219,49.2699407,-123.1078413,2022-03-26T00:31:56.000-07:00,lounger,{'material': 'plastic'},,1.0
220,49.2699205,-123.1078363,2022-03-26T00:31:56.000-07:00,lounger,{'material': 'plastic'},,1.0
221,49.2699259,-123.1078628,2022-03-26T00:31:56.000-07:00,lounger,{'material': 'plastic'},,1.0
222,49.2639793,-123.0949276,2021-06-11T21:16:48.000-07:00,marketplace,{'opening_hours': 'Su 10:00-14:00'},Mount Pleasant Farmers Market,1.0
223,49.2621368,-123.1615562,2018-06-24T17:49:11.000-07:00,marketplace,{'opening_hours': 'Su 10:00-14:00'},Kitsilano Farmers Market,1.0
